0.0233183    0.0786145    -0.131015            0
   0.0110995     0.118813    -0.163243            0
   0.0443055     0.142998   -0.0268332            0
    0.073541     0.176246    0.0872765            0
    0.166915     0.208516     0.119909            0
    0.167654     0.126462      0.21901            0
    0.213862    0.0582496     0.205212            0
    0.287086     0.136778     0.172528            0
    0.363431     0.168074    0.0615959            0
    0.209019     0.204879   0.00489986            0
   0.0692874     0.226054  -0.00142986            0
  -0.0722428     0.158754    0.0164138            0
  -0.0260091    0.0266395   -0.0850006            0
   0.0471416     0.132264    -0.145353            0
    0.105606     0.185991   -0.0993644            0
   0.0836561     0.160195   0.00247693            0
    0.113829     0.149615     0.107592            0
    0.111547    0.0588679     0.106948            0
    0.120662     0.180298    0.0359466            0
    0.146453     0.131515    -0.151385            0
    0.178932     0.120452    -0.177472            0
    0.118857     0.170185     -0.10604            0
    0.042513     0.208526   -0.0693789            0
   0.0573311    0.0714848     0.135198            0
   0.0944603    0.0397696    0.0723221            0
    0.134787    0.0112821      0.12729            0
   0.0111328    0.0496789   -0.0131915            0
 -0.00328195    0.0385518    -0.255877            0
    0.169665    0.0200369     -0.27527            0
    0.051746     0.227367    -0.109775            0
   0.0708446     0.140248     0.146234            0
   0.0133867    0.0607136    -0.189049            0
     0.17157      0.06813    -0.239623            0
    0.165596     0.100518    -0.177901            0
   0.0704025     0.137584    0.0456032            0
    0.159104     0.019856     0.180237            0
    0.164554    0.0616236     0.151156            0
    0.255235     0.178122     0.103548            0
   0.0269343     0.161222    0.0423104            0
  -0.0113032  -0.00329256     0.217855            0
     0.13233   -0.0605362     0.289254            0
  -0.0395899    0.0479957    0.0895519            0
   0.0248788     0.113635   -0.0477504            0
    0.194575     0.157771   -0.0221337            0
   0.0565751     0.138137   -0.0866764            0
  -0.0107873     0.110808      -0.0679            0
   0.0810174    0.0455521     0.109715            0
   0.0571369   0.00514698    0.0409565            0
  -0.0171744    0.0789706    -0.181189            0
     0.13144    0.0903658    -0.254961            0
   -0.211359    0.0704114     0.174249            0
  -0.0209848    -0.103989    -0.128069            0
     0.12973    -0.032614    -0.280561            0
    0.110523   -0.0682451    -0.210484            0
  -0.0308045   -0.0567726    -0.042516            0
   0.0157836    0.0771648    0.0686581            0
   0.0869986    0.0317299     0.175841            0
    0.138507    -0.133262     0.152058            0
    0.205441    -0.212713    0.0372136            0
    0.117557    -0.125754   -0.0770383            0
  -0.0215925   -0.0566013   -0.0914462            0
  -0.0962588    0.0159718   -0.0141993            0
   0.0183419     0.122276    0.0783051            0
   0.0385039   -0.0600095    0.0441734            0
  0.00311872    -0.170233   -0.0205994            0
   0.0350601    -0.157589    -0.226526            0
    0.118364    0.0486871     -0.26725            0
    0.139086    0.0830958    -0.196759            0
    0.101433    0.0430266    -0.172088            0
  0.00478418    0.0176966    -0.108795            0
   0.0523623   -0.0590242     0.109126            0
    0.130419    -0.135535  -0.00337327            0
    0.115285   -0.0800083    -0.131684            0
   0.0591843  -0.00925085    -0.180986            0
  -0.0516513   -0.0584779    0.0050416            0
   0.0791958   0.00743961     0.136303            0
   0.0235901    -0.091557  -0.00957799            0
 -0.00183946    -0.105646    -0.183575            0
    0.110931   -0.0433986    -0.275174            0
    0.146798   -0.0154787     -0.22156            0
    0.103527   -0.0440612    -0.192491            0
    0.136111    -0.143875    -0.207719            0
    0.110263    -0.122068    -0.209097            0
   0.0325796    -0.156975   -0.0799068            0
   0.0400377   -0.0178906     0.114179            0
    0.167837    0.0550807     0.108568            0
    0.222874  0.000967264     0.136432            0
    0.197869   -0.0861012     0.164986            0
  -0.0592538   -0.0528646  -0.00107759            0
  -0.0893548    0.0986927     0.271532            0
    0.139074    0.0979549     0.265325            0
  -0.0790768    0.0577217     0.112793            0
  -0.0692172   -0.0472071    -0.208127            0
    0.172845     -0.10617   -0.0708402            0
   0.0545791   -0.0987312    -0.118185            0
  -0.0433165   -0.0499617   -0.0763496            0
    0.062076     0.012637     0.117174            0
   0.0833733   -0.0216004    0.0209028            0
   -0.110436    -0.104296    -0.102484            0
 0.000100136   -0.0889917    -0.281573            0
   0.0823739     0.113189    -0.112771            0
   0.0946296     0.117945   -0.0348158            0
   0.0953596     0.137061   -0.0129896            0
   0.0932429     0.157925  -0.00630784            0
   0.0965609     0.120955    0.0345114            0
   0.0820712     0.111416    0.0553054            0
   0.0493971     0.117792    0.0765078            0
   0.0349087     0.123117    0.0878994            0
   0.0303349     0.113106    0.0946823            0
   0.0210319     0.107067     0.100139            0
   0.0205023     0.118638    0.0931252            0
   0.0244294     0.117584      0.09173            0
   0.0233187    0.0914887    0.0822139            0
   0.0426449    0.0321126    0.0118703            0
   0.0298261    0.0437472   -0.0300356            0
   0.0213408    0.0632033   -0.0523727            0
   0.0533327     0.121574   -0.0178679            0
   0.0940593     0.117699   0.00407016            0
   0.0877875    0.0967978    0.0279334            0
   0.0746033    0.0561804    0.0485114            0
   0.0649213    0.0467075    0.0688555            0
    0.038915     0.061125    0.0709013            0
   0.0589035     0.059052    0.0782422            0
