  -1.98622   0.740137 -0.0284716 -0.679365  -1.70479  0.694594
   -1.9935   0.690178 -0.0454737 -0.649046   -1.6949  0.680671
  -2.05451   0.658786 -0.0646799 -0.55104   -1.686 0.641205
  -2.12576   0.645201 -0.0988285 -0.449147  -1.69404  0.612661
 -2.17849  0.634513 -0.125862 -0.363418  -1.69856  0.599245
 -2.24033  0.630468 -0.130742 -0.286083  -1.69125  0.599564
 -2.30002  0.615904 -0.134433 -0.209213  -1.67724  0.604508
 -2.35871  0.598848 -0.125511 -0.13554  -1.6601 0.608864
  -2.4149  0.573515 -0.123558 -0.0710395   -1.63112   0.608424
 -2.48663  0.521503 -0.131939 -0.00439438    -1.55832    0.604702
 -2.52314   0.43527 -0.123418 0.00634027   -1.42872   0.620687
 -2.53555  0.358549 -0.116161 -0.0110452   -1.33196   0.640955
 -2.53476  0.274328 -0.100572 -0.0370445   -1.21733   0.686195
 -2.54187  0.190985 -0.060947 -0.0604014   -1.10016   0.760138
   -2.55585   0.0755152 -0.00434477 -0.0631056  -0.983717    0.86368
 -2.58544 0.0156292 0.0359808 -0.0463557  -0.912295   0.956177
  -2.61437 -0.0527483   0.101887 -0.0242736   -0.85277    1.05965
 -2.63805 -0.103018  0.157978 0.00856301  -0.807442    1.18987
 -2.64965 -0.157279  0.226378   0.04932 -0.786271   1.28446
 -2.69397 -0.177827  0.291293  0.095858 -0.785333   1.36615
 -2.76082 -0.186514  0.341341  0.172294 -0.790321   1.45801
 -2.84842 -0.234462  0.426597  0.288393 -0.786089    1.5363
 -2.93738 -0.260819  0.446935  0.390514 -0.761886   1.57034
 -3.01931 -0.288494  0.449585  0.490339 -0.716476    1.5813
 -3.10393 -0.323642  0.443932  0.610893 -0.641382   1.56382
-3.18171  -0.3925 0.432801  0.702236 -0.577204   1.51952
  -3.2803 -0.405363  0.365024  0.777126 -0.528111   1.45973
 -3.34673 -0.430638  0.317998 0.869217 -0.48833  1.36796
 -3.39756 -0.419777  0.253293  0.941753 -0.475647   1.29079
 -3.43634 -0.411932  0.205247  0.996911 -0.471918   1.21633
 -3.48547 -0.452403  0.139286   1.04335 -0.474446   1.11878
 -3.50736 -0.434362 0.0848624   1.06026 -0.478953   1.05558
 -3.51252 -0.424053 0.0424374   1.06256 -0.486236  0.960313
  -3.51337  -0.432508 -0.0071282  1.04727 -0.49126 0.892561
  -3.50817  -0.432608 -0.0419778   1.02069 -0.493432  0.838277
  -3.50005  -0.449205 -0.0871172  0.985127 -0.488461   0.79345
 -3.48282 -0.462674  -0.10459  0.949501 -0.476314  0.762294
  -3.4492 -0.515241 -0.150233  0.911738 -0.462856  0.736536
 -3.43736 -0.530496 -0.148926  0.862288 -0.440116  0.723058
 -3.42091 -0.558869 -0.157295  0.828328 -0.427544  0.715473
 -3.39823  -0.59836 -0.166198  0.801679 -0.423223  0.690548
 -3.38622 -0.621564 -0.180711  0.795234 -0.423642  0.659984
  -3.3643 -0.645109 -0.213961  0.796028 -0.428535  0.608601
 -3.35368 -0.643761 -0.237782  0.801615 -0.445204  0.575297
 -3.33187 -0.642737 -0.259347  0.782814 -0.447502  0.569672
 -3.26906  -0.65071 -0.255436  0.726819 -0.418726  0.562713
 -3.17409 -0.659631 -0.248287  0.653792 -0.398361  0.567991
 -3.07768 -0.660455 -0.214658  0.529041 -0.378291  0.595576
 -2.96908 -0.661071 -0.183564  0.393941 -0.364033  0.631809
  -2.8822 -0.660012 -0.151147  0.268559 -0.357454   0.69426
 -2.78804 -0.655595 -0.113799 0.185273 -0.36664  0.72775
  -2.74318   -0.65086 -0.0930993  0.121202 -0.369707   0.72882
 -2.67104 -0.655748 -0.106196 0.0828787 -0.360317  0.676977
 -2.62902 -0.661727 -0.132184 0.0621528 -0.343441  0.628018
 -2.57045 -0.676881 -0.157126 0.0301346 -0.322855  0.594153
 -2.48498 -0.692304 -0.147934 -0.0603116   -0.31021   0.593099
 -2.41705 -0.707688 -0.138581 -0.134758 -0.298865  0.596775
 -2.33217 -0.728555 -0.143294 -0.250925  -0.28032   0.61986
 -2.25994 -0.744178 -0.119183 -0.351213 -0.268926  0.659749
  -2.19333  -0.747726 -0.0551849 -0.456287 -0.258415  0.731307
   -2.12756   -0.753485 0.000800276 -0.543489 -0.255691  0.816081
 -2.07372 -0.759492 0.0536472 -0.623307 -0.254057  0.945274
 -2.02732 -0.763663  0.130314 -0.656656 -0.257528   1.05565
 -1.99711 -0.765026  0.168422 -0.659115 -0.266273   1.16287
 -1.97773 -0.750409  0.281526 -0.606927  -0.29117   1.29477
 -2.04326 -0.729713  0.345959 -0.520327 -0.326319    1.3529
 -2.11434 -0.712684  0.302556 -0.445093 -0.344204   1.25655
 -2.19828 -0.697959  0.197934 -0.367584 -0.343123   1.09942
 -2.27042 -0.680922  0.107581 -0.291419  -0.34725   1.00277
 -2.39583 -0.662437 0.0374598 -0.191012 -0.361182  0.903575
   -2.4965  -0.641007 -0.0187911 -0.0717421  -0.376244   0.814607
  -2.58354  -0.633857 -0.0754839 0.0385347 -0.389411    0.7517
  -2.6939  -0.61575 -0.101433   0.18569 -0.403161  0.690849
 -2.78707 -0.607778 -0.135431 0.306652 -0.40741 0.654941
 -2.88474 -0.607746 -0.178294  0.417272 -0.410642  0.628227
 -2.97256 -0.603123 -0.194403  0.522197 -0.416121  0.610271
 -3.05115 -0.603552 -0.226354  0.607621 -0.417694  0.603318
 -3.12714 -0.603436 -0.220426  0.667155 -0.409628  0.600941
 -3.21134 -0.624257 -0.240526  0.726114 -0.395444  0.602558
 -3.29544 -0.635661 -0.225063  0.787033 -0.400044  0.625925
 -3.37538 -0.629622 -0.207646   0.85004 -0.415657  0.648277
 -3.49014 -0.597738 -0.228315 0.945168  -0.4496 0.645176
 -3.59046 -0.546282 -0.252378   1.06016 -0.534021  0.615743
 -3.65972   -0.4896 -0.281083   1.14683 -0.604893  0.589331
 -3.72148 -0.437855 -0.302448   1.20902 -0.660757   0.57063
 -3.77315 -0.385036 -0.324528   1.27232 -0.726226  0.559865
 -3.84295 -0.308861 -0.350141   1.34343 -0.807104  0.556824
 -3.91622 -0.267129 -0.338774   1.43885 -0.883617  0.553648
 -3.94209   -0.2554 -0.318061   1.52386 -0.902852  0.554996
 -3.96343   -0.2629 -0.317969   1.55813 -0.875781  0.564218
    -3.99 -0.284976 -0.309958    1.5631 -0.818441  0.583328
  -4.0008 -0.316756 -0.268318   1.54403 -0.734548  0.623719
 -4.00699 -0.379841 -0.237921   1.52325 -0.653128  0.678714
 -4.01754 -0.419908 -0.173811    1.5068 -0.570476  0.759317
 -4.02457 -0.470401  -0.13805    1.5085 -0.494528  0.858375
  -4.04732  -0.495204 -0.0643473    1.5356 -0.408738  0.999179
  -4.07141  -0.536927 0.00434442   1.57584 -0.355661   1.12591
 -4.07132 -0.635653 0.0773075   1.62087 -0.330248   1.24348
